,Unnamed: 0.1,Unnamed: 0,Titre,Auteur,Type,Langue,Texte
76,76,76,Lettara da Roma,U Balaninu,lettre,cos,roma 24 marzu 1925 scio direttore muora pirmittile corsu autenticu longhi bive luntanu amatu ralligrassi boi campagna minate propaganda lingua corsa povara lingua corsa diminticata maltrattata figliuoli corsi incuminciatu friquinta francia pare virgognanu sente parlata bolta esprimunu propria lingua sprupositi parla scrive francese vulutu infrancisa corsu modu corsu veru sonu pochi ava sannu parla pegghiu scrive legghie altronde cumu scrive ve corsu quandu jj studia lingua madre italianu avutu gran tortu antinati lascia supprime scole avarianu duvutu maltesi culla inghilterra impara ciue lingua nazione dumi nante rinunzia propria bi dete savia italia secundu legge gentile istruzione pubblica priscrittu pubblicu insignamentu particulare iguardu dialetti lucali dialetti lucali boi m insignate finezze cuntegunu nissuna lingua madrc logu duv natu truvandula cunfacente propriu geniu proprii gusti accadutu viagei at traversu italia sente ghiente rispettu istruita aristucra tica lascia italianu priferenza dialettu piemun tese lumbardu rumagnolu napu litanu sicilianu sicondu regione origine tanti putente amore lingua dolce logu natiu bina dettu scio direttore bi sete prupostu opera santa impara corsi parla scrive leghie cumu cunviene propria lingua leghiu nantu muora vostru appellu cummemora 5 aprile prossimu nosiru gran ginarale pasquale paoli m uniscu anch eju ben core cummimurazione uccasione bi mandu piccula nota urigine famiglia paoli agghiu trascrittu passandu ca gubbio cittadina graziosa umbria ehi ricorda lupu fiuretti s francescu eccula paoli ricchi mercanti lana antichissima ignora origine paoli esercitato cariche importanti eccezione consolato secoli xvii xvimn merita ricordata famiglia ramo medesima trasferitosi corsica esercitarvi arte lana sorti famoso pascale diu miu paoli pagar caro francia l acquisto isola secolo grandi compiaceva oriundo d gubbio reposati coctaneo assicura scrisse parenti eugubini lorenzo francesco paoli mandassero figlio adottare pote ottenerlo famiglia gub bio carlo paoli morto 1803 abitazione appartiene egisto cecchetti municipio intitolare paoli piazza vittorio emmanuele conduce baldassini volle sicuramente rendere omaggio nome illustre memorie guida storica gubbio avvocato oderici lucarelli pag 311 sommario alfabetico famiglie storiche gubbio stampate castello s lapi tipografo editore 1888 nota finiscu prutis tandumi vostru affiziunatissimu cumpatriota
77,77,77,Sangue Corsu,A. F. Tristani,article,cos,quandu cece marchetti zierone capitanu ritirata zarafattulu dodeci treteci zampurlinu tamanti solli casgiu altu duie spalmate lergu collo corti mama surella bendisi somachiola vinu messe piezza paoli ferachiola insonnulita aspettava pussidutu parcio ugnu nu parla bulinteri lingua compratori altita omatale amadratu altu piobbu spezia rozza genderme pantaloni turchini curighioli lerghi avvicino manganendusi calo manu nanti odre vende ciu binu passatu octroi sicuru passatu mostromi to ricevuta ricevuta beccula disse zizi vinti dopu epo messe sbuliga stacca cerca sbatti cionfa lira caccia inandile curtella pipa zenettu ricevuta sculinava ercefalu cuminciava digia sgrignula sperendu ave pesca dop ave sbatteriatu catagnoni ricevuta ingronchiulitu esci ringrazia trova osinno avissi trova m avereste fatlu averebbi averebbi sesitu odre nentru menu eo b averebbi trippa nanti scherpi puzza zitello lampatu morti
78,78,78,Le second centenaire de la naissance de PASCAL PAOLI,Paul GRAZIANI,article,fra,guerre mode centenaires cinquantenaire repris intensite ferveur qu n jamais atteintes faut trop plaindre anniversaires naissance mort l occasion d etudes interessantes grand homme l commemore souvenir bien infimes sondages d illustres inconnus beneficient periodiques celebrations nombre respectable centenaires actuellement fetes presse francaise oublie pourtant merite negligence d importance pascal poli pere patrie 5 avril 1725 street morosaglia piece routine date porte l inscription d plaque plomb soudee partie superieure cercueil poli lion put lire exhumation effectuee 31 aout 1889 caveau mortuaire leglise saint pancrace londres n pis l intention narrer ici rapidement noble carriere heros corse voudrais inciter lecteur s cligner respectueusement noble memoire mediter instants vie entiere service patrie ny l histoire corse riche gloires magnifiques emouvant figure pascal poli sil let voulu venir ministre dune puissance capitaine temps sacrifie sainte ambition liberer pays joug etranger ila donne liberte corse temps troubles fois guerre civile guerre etrangere reussi doter pays d institutions democratiques l admiration monde exerce influence indeniable constitution americaines francaises posterieures dut lutter contre competitions rivaux corses mantra dut combattre resistance organisee republique genes considerait souveraine lile dut croyait tache terminee s opposer entreprises louis tv croiseur voulaient detruire resultatd'efforts patients couteux tire invasion occupation rien legitimant malheureusement croiseur refusa prendre consideration propositions general pontenovo mit terme mesentente courte glorieuse guerre suivit 1790 poli constatant france devenue libre l revolution s engageait etendre liberte corse repondit l appel qu adressait versailles quitta l exil londres rentrer ile natale acceptait silanouvelle constitution impregnee liberte observee cotes deplorable tristes evenements 1793 particulier l etablissement regime terreur aient amene poli considerer degage promesses terreur atteinte flagrante liberte corse exigeait qu conquise armes main epoque presque l europe subissait joug despotisme convention envoie ile commissaires munis pleins pouvoirs qu cite poli comparaitre barre qu decrete d accusation met loi pere patrie loi fut corse qu cri protestation reprobation majorite insulaires rangea cote poli fut rupture inevitable chaos qu produit ja revolution pays tourne l angleterre t hostilite contre convention n impliquait aucun sentiment haine contre france ans anglais evacuent l ile bonaparte renommee allait grandissant corses fiers detre compatriotes put facilement rencontrer resistance serieuse faire reconquerir corse troupes qu detachees armee d italie poli prefera demeurer exil digne entoure respect l admiration concitoyens attitude content napoleon rappela jamais d ailleurs pazzo borg cents ans naissance grand indomptable patriote devons oublier qu permis pays gouter quinzaine d annees avantages liberte qu donne constitution universite armee marine imprimerie monnaie nationales qu assure paix civile entente pape reforme religieuse services brendan coeur corse pascal poli place part place sacree devons veritable culte heros donne cours conscient mn ee faits prix inestimable personnalite nationale jours gardant sincere loyalisme francais devoir doux d honorer belle incarnation patriotisme corse pascal poli
79,79,79,U Teatru di A MUVRA,U Corbu,lettre,cos,aiacciu 24 marzu i9o5 caru direttore altru iornu cullatu santu petru vistu cumpare jannettu sampetracciu dumandatu teatru m rispostu cummanda piccula materiale poghi jorni ricivera taule travi subitu pigliera scena pezza raprisintata artisti corsi cumprende ca parole fatti viramente corsi dino qualchi canzone belle caru sape ra vole cursisti faccianu pussibule impussibile maandinu danaru amicu perchi cumpra vole munta teatru muvrachi teatru veri corsi volenu lingua corsa sparta biu poaru disgraziatu feraghiu impussibile manda cioche possu corsica ca pedi prestu speru esseci pedi mane bi salutu cumpare mette perchi riescita sicu
80,80,80,Aux Corses morts pour la Corse,Antoine Simoni,reprise de publication,fra,c prochain qu lieu terre benie pontenovo l inauguration croix elevee gloire heroiques corses morts defendant ol sacre patrie cherie remercions profond coeurs vaillant ami rocco directeur ouvra valeureux collaborateurs partit cousu d'azione davoir reparer ur oubli etaitune honte corses soda cl ici s contente venerer memoire corses morts service dela france faisait bien parait penser corses sacrifie vie corse bien droit gratitude devons conserver souvenir imperissable chers heros pontenovo d accomplir actes devrions commercer demander agiraient copine c hommes epris liberte ennemis tutelle lls offert holocauste sang mere corse pl aimaient d amour desinteresse dune bande parasites d avachi vivant crochets ignobles politiciens mal d arriviste glorieux corses tombes champ d honneur pontenovo sacres qu lutte pl gu voulaieritindependante 156 ans sang corses coule partout drapeau tricoengage qu favoris obtenu grand chose constatons peine coeur serre france n rempli devoir ja corse faite parent pauvre cest perir l hommage heros unanime l ile beaute entiere prendre part journee oublions poli tique pensons qu oh m long journee lendemain dechirons s faut prochain communions pensee chers morts faisons frere fout gui divise esperons gue groupements corses paris exception detenant monopole patriotisme corse devoir representes pontenovo connaissons vient designer membres delegues voltigeur bataille corse presents terminant reviens idee consistait simplement demander fous corses habitant 1 ile ailleurs minute recueillement moment inauguration renouvelons priant organisateurs prendre consideration ef confreres soutenir ri
81,81,81,A Spjgazione,Inconnu,article,cos,viaggiava pochi morfe duca orleans corsica immagginendu aljora prossima manu invisibile scrivia adighia sgumentu umane speranze sinfendu paoli ramintatu riverenza gratitu dine corsi l imperatore napulione mistra imdraviglia limperani diputatu isula pr accumpagnava aspitto iocu oppurtunu dalli raggione quandi junsenu pontenovu quandu custere rustinu videnu affacca partee mulfitu dinerumorose iri panni scuri altu purtamentu duve accantu facce more omi risaltava infensu castu argutu pallore donne scuppiavanu parcusgiate maschie voce impjanu aria anima fremitu simile scrucchittume larici valduniel limperani vulto versi duca disse eccu nazione paoli guverno quindici
82,82,82,Abel Gance en Corse,A Muvra,article,fra,bien ideal personnifie pascal poli pere patrie corse celebrons pieusement deuxieme centenaire jugeons opportun joindre souhaits bienvenue promoteur collaborateurs dela entreprise cinematographique mondiale abel lance l archange paroxysme pierre bobards confrere ami dieudonne appele representer figure quinous demeure chere rayonnement race monde general bonaparte andrea maitre dela scene volkoff grand metteur scene russe viennent corse commencer prises vues entraineront partout sest deroulee l emouvante epopee fut qu malentendu pascal poli d puisunevendetta fils charles bonaparte l enfant pazzo borg corse gloire napoleon qu reproche milieux vehemence erreurs synthese defauts abel lance entreprend re correction grand personnages historiques rester marge discussions familiales oeuvre chef bienfaisante qu accepte remerciements souhaits bienvenue
83,83,83,Pasqua Felice,G. di la Grotta.,conte,cos,eramu tempu tempu doli affanni guerra ultime partanze amori tronchi pae corsica maigradu luntananza cannoni eranu anchi muti tristi morti giaidini invernu spogliati sfiuriti vidia appuntu qualchi vecchiu legghiendu giurnale sole mamma surella affaccarsi auna porta aspettava giru pidone qualchi visu inchietu jornu poca jente unita piazza posta donne eranu neru acciacate silenziose luisa circava sapiva avissi nimmi quassu sebiata purtantu pidone esci dernier gu approuva confrere za nouvelle corse jean maki dedde lettera franchizia sicuru sullatu scrivia luisa rossa emuzione piglio lettera messe furia senu scappo prestu giun affannafa chiuse camera core inquietu sbat tulava forte straccio povera carta elesse sola cara scrivu annanti ginoc chie fretta can none pocu zittu malgra piriculu segue not ghiornu core batte sem pre sola avutu ottu permessu venuto corsica veramente pussutu babbu vugliutu andas angers duvell impiegatu statu cula duri ottu jorni crepacore babbu m cunnosce giovinetta pinzuta vole conti darmi sposa invanu svelatu amore invanu pientu supplicatu nunda intenneritu ava scunsulatu mezzu fangu sangue rime tormen prega tanta cara addio baciami baciami vole corre fucile antone fiori core scrivimi irnensi corta lettera luisa lesse trattu strinse annanti pettu appughio lettu piense jorni atroci passo nutizie andava piazza aposta sere parulla nunda lasciava addu lurata luisa tumbava pien pienghie pasqua avicinava sole tepidu canti ucelli ij sbucciati natura purtantu cori natura luia eranu tristi sapia cula mamme cascavanu pienu vera nu core luisa sepolcru chiusu annanti immagine amatu annanti l os tia sacra cara amore purtaritu mane jornu pasqua alzo cuntenta smaravigliata cia antone mortu dio troppu sentu speranza risusciteghia cumea verdura campi cunie gesu sepolcru core canta allelluia signore m averte averaghiu pasqua felice ea povera zitella cuntenta salto fora corse posta lettera aspettava antone amarezza more gioia luisa aperse for lesse luisa pasqua scrivu lettu ospedi ale biancu biancu manca to presenza amata felice feritu oh mica pezzacciu piombu m purta bracciu mancu addispe ra guaritu ottu jorni vengu versu dimmi dimmi subitu voli mea sposa vulia babbu m ama bracciu dimmi basmu basgiu antone duie lagrime calle sgottonu an nanti cara carta luisa binocchio pede lettu sentimentu cunfusu gioia ami rezza tennerezza stringhia alzo fighio specchiu lagrima alli occhi surrisu labbre cuntenta amatu suffertu vivu soiu corse piglio fogliu carta furia messe scrive lettera riproducemmu mica antone pasqua felice bracciu stringhiemi annanti auto pettu carezzar figlioli amu saraghiu
84,84,84,La Revue KYRNOS,Inconnu,annonce,fra,revue corse haute culture kyros actuellement l impression leger retard subi publication compense l interet profond presentera numero beau periodique pouvons d annoncer lecteurs qu contiendra article 20 pages formation developpement nationalite corse m grazia etude m l villa l instruction publique corse 1768 1789 recit dramatique m j b marcaggi tuerie chidazzo travail suggestif m l abbe carlotta analogies dialectes corse toscan belle lettre inedite assimile maurice barres napoleon conversation inedite napoleon bonaparte freres bouilli l armee d italie belles pages lucciardi ajoutons lettres inedites poli bulletins critiques particulierement documentes pouvons qu applaudir magnifique entreprise encourager m paul grazia grouper autour precieuses collaborations souci scientifique presidera redaction revue croyons savoir savant illustre professeur clemente merle l universite pise bien voulu faire beneficier haute competence partie linguistique nouvel organe l intelligence corse fascicule avril juif 1925 paraitra avril
85,85,85,Canzona fatta da u pueta Peppu pe i Niulinchi di Parigi,U Cacciadore di Niòlu,poesie,cos,salutu rispettu jente trova canta nettu canzonetta nova musa intellettu mette vogliu prova parenti amici uniti affezione corsi spapersi pariggi emu unione fabbi ride pocu bi cantu canzone corsica partutu elacatu aghia niolu pariggi binutu ala stesu volu cunisciutu corsu solu guardate maritate unite damicelle invernu estate parenu tante stelle visu fate ele mani belle corsica pocu mondu giente alta stima sanu tene fondu sanu tene guardandu suvenire napoleone mondu piace qu isola parfumata duve gode pace pocu ingrata ombra furesta muvroni abitata viva campagne viva marine viva muntagne abbinte aria monti foreste acque cristalline spulate listessi venti deputati senatori corsica diventi cum giardinu fiori soffertu tormenti onori zenza falli zenza ingannu vogliu finita dicu annu bi pregu longa annu prossimu festa speru fiurita
86,86,86,Una scupata. Gattivu induvinu,L'Omu di Cagna,feuilleton,cos,ramentu zi ficatellu funziunariu gran funziunarii calava aricchi mittia coda quandi iu annasava chef superiori omu talentu duveri missi spicchieti punta lasu starnuteti uni pochi volti linteti colpu occhiu ghiru aria circustanza i3 piddava ieghia parlevani qualchi tintu andau mondu culandi ispira bucca aparta EUR iva sintia anciu ra rincieti puri chef dissi alimionu fgnale zi ficatellu caleti marrakech 20 fevrier cherre merre nivulu neru neru cuparchjeti subitu vista badidoli cumincietinu trima spicchietti pocu fermi annanti nasu caciapparu sculiscietinu tarra sciappendusi ucchiale voyons voyons calme dissi zi ficatellu cummossu r1mittendu spicchietti voyons disais hum hum caleti occhii siconda siconda lessi enterre canneda scussata sugnuzzi dananzi zia cudazzana inpallidita tradussi termini divianu essa causa tamantu raspu ria 0 ortu sutarratu zia cudazzana aspitteti tanti schiarimenti mettasi ugni lintassi tricci brioni intrimurianu dighia poghiu fido tisoru mamma fido ... simionu mingann eranu sbuttati piegna misciavanu lacrimi grossi cantoni arba tomba cuntinuava zi ficatellu pudia pena lettara scappeti mani caccieti fundu bunitaccia falsulittoni frigidugulatu muscatentu arba tabacca asciuveti occhii russi ciumacosi missi briuna fiatu nipo oh tendre jeunesse fauchee epi splenjdeur oh oh filiciolu dicendula sughiettu quantu volti piattatu carriola vanga zi ficatellu quandu quistu piddava penciulu acanti stradonu inciuffatu musa capriciosa ghiustrava pedi macchionu strappalli qualchi sunettu zi ficatellu ramintava pardunava vulinteri eut ele qu peur qu nes el documenlees sez poser question saria nata subr razze ottasganzurronu avale idi mortu sutterratu prestu piena lazaroni gudianu spiriata sole quatrera buccini ciamarruli cerca sfunala lingua eranu tratti primu stridu quattru donni pulsu fermu eranu lampati tena adulurata zia cudazzana pa pedi pa bracci pinseti pena veduva perdi fidolu solu speranza sustegnu vicchiaia vadanta narbosu tinta mamma diminava furia fendu stradda agrunchia sbattia sensi facia inzucchita capaccia dunnaccioli sicristavanu minganu astutu luntanu gridava lintetila donni feti sbula cilagni lintetila vo vuleti senta lachetila sfuca salva zampitteri stridi livavanu sdrisci carri zia sacra pianu pianu vinia funtana misciata usangu faleti pedi stessu tempu gerra trani cursi briunendu cucina sfurtunata quista cullazione aspittava oghie fido caru mamma vera filicio fido tamanta spina zia tricciata junse capiddi maladitti spacchendu turba pudare mica inghiutta ovu sale nu fidolu faci creda filicio fido fermu marrakesciu sine gran cuncursu ajenti ugunu manifistava prisenza dulore lampendu isprissione scelti vetru pistu granedi sali grossu firita aparta adulati perdita dannosa raspu punti vista cuntinua
87,87,87,Un Omu di Stomacu,Inconnu,conte,fra,truvemu journal officiel 22jnnaghiu 1925 discours diputatu alsazianu classer discours passage sotte silencio tampa chiana riproduttu menti affettuosi journal stranger particularmente daily chronicle chicago tribune politicien m ressasser c messieurs sujet d etonnement d entendre s elever bancs murmure d hororaleur soupcon doute profondeur conscience francaise l place demande messieurs faire insulte pays preter personnalite m president conseil supposer l place francaise coeur d ame c croire capable renier c faire insulte m essayer l savoir chose francais d l sauce renierait tumulte m president conseil venez honte france l place m tulipes n chasse boches france m classer remarquer assemblee desir d informee choses l sincere citoyen mandate habitants d departement francais l instruire m tulipes avez allemand 7 m classer m eleve force contre procede m tnlipays n traitant d allemand alsacien authentique monsieur ferez faire n reussirez qu reconnaissant libertes essentielles peuple qu represente m president conseil reconnais territoire republique qu peuple c peuple francais m classer felicite m president conseil point prononce parole 11 novembre 1918 m president conseil veuillez completer pensee prie m classer volontiers aviez prononcees l place senti hostilite provocation altitude qu ete protestations majorite bancs m classer j l impression penible assemblee l place image deformee legende gagnerait elire retouchee contact realites impitoyables croire l place n patriotisme qu l adresse france faire insulte messieurs tumulte cris prolonges m president saurais tolerer orateur continuel peuple d place l entendait rougirait m classer peuple d place permettez m president d reactions sentimentales opinions ancien voudrais qu m'insuller laisse m expliquer m abraham khan pouvons insulter republique applaudissements m classer deplore d oblige deputes proleslutaires pays furent iieichslag victimes d obstruction cede rien m faire ici aveuglement violence demande plouf ee representation nationale france m president parlez avez parole m classer remercie president messieurs qu paysan sais connais m appuie dogmes faits l place messieurs n jamais ete francaise langue moeurs editions civilisation rires eclats voix cing ans d occupation mande active exerce influences egales qu penetrer siecles regne francais prise efforts contrebalancer resultat l place messieurs restee n boches p place m president conseil homme departements recours sorte m classer ailes m tulipes trahir m classer conscience palace exclusivement francaise c aller l encontre c ensuite preter ame comedien peuple loyal el honorable m abraham khan france n patrie m classer pays peres l place s appellaient zimmerman scheweer hein wimpjfkopfer t beaucoup france voix c gageure m classer voudrais assemblee cesse cramponner aveuglement dogmes mysticisme realites defoncent pulverisent belier dune faut craindre realites jour prennent revanche j dis l interet dela france respecte el j aime m hobson leve dirait m classer l prouve apprenant langue voudrais messieurs lon permette l place d exprimer pensee elire obligee parer menace d communication nationale deguiser hypocritement m president conseil z place francaise calomnies tonnerre d applaudissements vivantes prolonges m classer penible debat messieurs chose d utile renseigne point gouvernement chambre pays veulent savoir verite l place c peur verite qu revent recouvrer d aspects trompeurs ailleurs m tremintin c allusion bretagne proteste coeur francais m balancant vive republique bien bancs m classer j fini messieurs laisse culte patrie l etat francais religion territoire republique etes pretres admettez quune eglise impose foi concitoyens nom dieu voulez imposer chambre s'ecroule
88,88,88,Filippo Buonarolti e Pasquale Paoli,O. F. Tencajoli,article,ita,filippo buonarotti discendente michelangelo dirsi romanzo limiteremo peraltro rievocare riferisce corsica opposizione ch'egli pasquale paoli nato pisa 1761 fregiato bei nomi patrizi storia ricordi abbraccio giovanissimo teorie filosofiche locke elvezio rousseau gra ve scandalo padre marchese leonardo gentiluomo corte granducale laureatosi legge venne genitore ascrivere cavalieri santo stefano accasato donna elisabetta de' conti dignita ambita matrimonio cambiarono indole ribelle avventurosa dispregiatore tradizioni aristocratiche indifferente religione nemico principio monarchico iardo capi vista logge massoniche domandavano riforme democratiche perquisizioni domiciliari fioccarono 1786 continuo propaganda accesa diffondendo opuscoli fogli volanti idee rivoluzione francese costretto attivita sovversiva lasciare toscana rifugio corsica mozlie l'isola divisa partiti subbuglio campo aperto verbo veniva parigi l'ambiente ch'egli desiderava diede senz'altro alacremente fondare societa patriottiche giornale intitolato l'amico liberta italiana molte copie mandava italia clandestinamente repubblicano acceso tinta comunista creato invidiabile posizione politica ritorno pasquale paoli nell'isola esilio 21 doveva fargli perdere richiamato dall'assemblea proposta mirabeau onorato martire liberta l'antico dittatore dell'isola sbarcava macinaggio nelluglio 1790 accolto deliranti ovazioni coutinua
89,89,89,BABBU DI A PATRIA,Prete Carlotti,article,cos,nome nome oru populu corsu populu liberu unitu cungregatu segnu alta ricuniscenza datu orsu corsu veri corsi sambucucciu alandu sampieru bastelica marcu n apulione man napulione perchi natu corsu cesare francese rinegatore fidea corsa 4 primu lume vinti ane ue paoli figliolu paisanu castagniccia natu ingrendatu fi fiuritu sfi ritu interratu terra cersa paoli ala sterpa ty ala gloriosa sulleva aria panima populu eroicu pregna virtu rumana palla rossa distinu ladru trunco volu colpu falcione furzutu diccennullo speranze pronte spiga fiatu ritreghi ianu paire esacre speranze cantavanu acelli nan pulloni adombranu merusaglia cantu spunto fiore figiolu iau cinque d aprile 1725 v fieri diu passatu ascullemu voce parlante epitafiu i1 padre patria sepolto nacque ei giace pio voto cirno sciolto requiescat pace
90,90,90,De Paoli eu Pueta,Maistrale,article,cos,quandi pueta corsu picchio porta paradisu pasquale paoli babbu dia patria sbajlango intrata re disse canta eternu cantu prighera muntagnola conta bera guai piantu cirnea trov abbandunata sola cumu corti bastia ajacciu pueta stancu ave cantatu nu vanu apri brisacca caccio scritti di1 patriotti muvra corne datul corte tanti bastardi ve sona cornu 1 berta ell biase vede apostutu martinu appinzapalu vieri angeli paoli tagliu majo magnatu castagna face pena cor x liberta pin dipindenza sairata tempu ditrova sumirina rinchini litare corre mettesil bonarriataa parcittori ava vede volpe annan chjrasgi uunu sconciu ritrattu patria pes curaggiu grido bera patria divintata stracciu faratu malatia vene ratu timata pelu luce corsi pincu strampalaa timonti minicale nottini olilucciardi maistrale tanti paoli basgiava cuntentu fieru vulia sente nutizie enutizie corse pueta cunto patria esiste guaa chjuca lingua piena pruni arbaccia frustera afda mare inla castagnu distruttu macillatu vindutu apisentu paesi spopuleghianu scappa purta zanu mili umbasti impiegu pilone persu moda vultatu ciarbellu donne raccolte bundante lamaghioni prunalbelli pane orzu mortu suttai mulini guardanu ur celu piegneriu carta bullata cresce nucumea rimigna strade ei stradoni face nu cuulunie francia tene caru scotia corsu pisula noialtri sine passa roba cumprata distinata vinduta vinduti rigalati saremu dumane dopudumane padi ona has morte apressii topi ruzzicatu bandera corsa face acconciu pueta sumente posta stella luce
91,91,91,Un Pelegrinaggiu a Merusaglia.,G. P. Lucciardi,poesie,cos,scorsi merusaglia ghiuntu pera occasione paoli rispettu divuzione duvere omaggiu andeti pelegrinaggiu appena francatu ziglia sente cummove core pensendu truvava fundatore patria tanta amata venerata vidi sale biote fecenu pieta micca pochi ricordi cari pobbi truva dulore sentu core sbruccia pientu dopu ave scrittu registru passatu cappella duv bustu paoli cula nant chiappella dinocchie lampai pienghiendu parlai vurrebbe sape paoli pensate cundotta corsi versu cose passate puderanu accusati troppu ingrati vecu scappa pientu colmu euzione face trinnighendu capu gesti cumpassione asciuva spoiga cune eria felice credu persona impurtuna n emeenu temerariu ragione trovi gustu discitammi nunda annuiammi corsi lagnu mancu indifferenza nun ghie prove poeu negligenza ponu amati stimati tenenu ghie principale antichi fieri pertuttu glorie passate ognunu venerate schiavi parolla alli amici fidati corsi apparu visti cunsiderati ciocchi face onore lh certu core trovu difettu cuncerna parlatu ignurenti struiti abandunatu parla corsu francese stessinu sente dinocchie pregheria parla vecchj sinno prestu agunia cirnu ata truva priva liberta lascia lingua mancu tene mamma to casu corsu sordua chiama ghiura to parlatu intattu cunservatu altra dumanda troppu core sape pensava legislatore quell enime valente th gbli errente vecu aggrunza ciglie rimproveru m aspettu disse sottuvoce pietta dispettu alzaste tanta gloria croce pet memoria sentu infiara istante voltu russore provu qualchi scusa cum signore paoli dundi pigliatu averaghiu sunniatu parolle pura verita oi pensa mostri eroi duemu vergugna riposu trovu morti ponte novu
92,92,92,RITRATTU.,Tomaseo,lettre,ita,visse'sobrio gilante aperoso bella complessa persona curva conciliavano venerazione ispegnevano bellezza fronte alta pinsosa serend segno d'ampia mente onesta capelli lunghi sppracci glia folte nell' aggrottarsi terribili occhio ceruleo vecchiaja sguardo intenso severo '0 soave volesse forma l'atto labbra indici bonta fermezza colore chiaro vermiglio pace viso modes'tia sincera risolutezza capace maschi risentimenti voce sonora piacente pronunzia posata scolpita ' tremula sdegno dignitose maniere cortesi gesto rado celere passo franco vestiva abito largo decente pomposo color verde oro cavalcatore 'destro sedeva ammesso talual pensiero colloquio passeggiava seco parola dare parlare brevita pronta affabile soverchiatrice buonaparte preciso eloquente semplice piglio sicuro imperioso autorita chetare querele imporre silenzio umore piacevole frizzi ingegnosi prurigine falezie diceva riso cose politiche denota sciocchezza sorrideva anzi ridere sorriso arguto l'avrei voluto 'vedere nell'atto ch'elesse parole dell'arcade marat chiamo dico paoli homme exiravagant sanguindire l'ingegno desto ornato disadorno stile sapeva passi d'antichi mente sapeva storia t'inglese leggeva pope elo swift libreria scelta lode dell'uomo scrivere rompeva testa dettava sento solea ragiono sentendo ragionava provvidenza dio lingua de'bruti discorreva soggetti franco fondato e'non sapeva mese popolo tenevano ch'egli antisapesse senti l'ammirazione gratitudine l'amicizia patriota parente compare nomi vani parole amorevoli lettere parche efficaci sebben trite dall'uso lettere de' paoli proemio firenze 1846
