	Texts	Auteurs	Type	Position	Arks
1307	   mataccina   pentiche razzicate  sciappali nudi senza un ghiargalu  desertu di cotuli e petranculi  tale appariscera  fra pocu  in grembo al mar tirreno   cirnea bella  messa a li ultimi spasimi da quella manu negra chi  da centu sessant anni  li si e azzuffata per sbrimballa e spuglialla di ogni roba   in ascu  in vizzavona  in valduniellu  in aitone  isigoni cantanu u tragicu vuceratu  capillere folte  tasecchie da a piola  a millaie  i largi  mozzi e mondi  ghiacenu dissucchiati  per  sse mezzanie  senza retta  i licciagoni  tazzulati imbabanu e carbunare   ad ogni cala  da macinaghiu a bonifaziu  centu e piu   bastimenti  notte e ghiornu     si insomanu di baldi e fureste a  pro di qualchi impresarii   complici di u decretatu sterminiu   per ciocchi e di a macchia  pudica fascia di a tarra incristata  u stuppone di u pastore  per una spuntata di arbicella  a manda in fume  senza chi mai nasitorta si accorga chi a chi ci molla pecure o capre ci deve ave zincatu a fiara   ma a ruina majo e quella di  u castagnu    nimu  o tagliu  o pueta di vena nustrana   1  nimu un sente piu quella lagnanza chi ti intruno u core   or chi lu averaghiu fattu alu corsu cusi ingratu   chi mi ha fattu la sentenza e a morte mi ha cundamnalu    mi ha dicchiaraiu la guerra cume a un veru malfattore   mi ha messu li sbiri appressu chi mi attaccanu terrore     e a mazzola cuntinua a mataccina  e a legna si ammansa in barchetta  in fulelli  in ponte leccia  tutt a castagniccia baratta i so frundami di oru per muneta scartafacciu  sottu a lu occhiu rossu di matianna  e u muntagnolu di e cinque pieve  abbacciagatu  un sente piu a profezia spaventosa  i  quandu la guerra e finita chi sara di te  mischinu     zappa puru lu to fornu e chiodi lu to mulinu    parterei per lu mondu errente  senza un quattrinu   a paoli di tagliu    ne ferai lu teni stafta o sinno lu lustra botte  durmerai cume li cani  quandu venera la notte  perche vindetta dumanda lu alberu di le ballotte   sempre cu li stracci a collu passerai piani e muntagne  camperai a erbiglie crude raccolte nu le campagne perche vindetta dumanda lu alberu di le castagne   la io cumpagna di strada sara sempre mamma piera  per tuttu la truverai sempre ti sara sincera   ti fara di la to scorta  corsu lu porta bandiera      stu cumplettu sterminiu  oramai ognunu a sa  e la opera di un guvernu rodi carne e succhj sangue corsi   sta sistematica destruzione face parte di u pianu infernale chi ci deve liva u pane di bocca da chi no vaghimu a cherelu per  ssi forni di mare inla   a noncuranza guvernativa  la orecchja di mercante di i puteri publici  li incuraggimenti amministrativi a chi scala cu seghe e cugnoli  chi piu belle prove ci vurria per fa vede chi a ruina di cirnu e una necessita pe i nostri padroni   da nanzu a simile sciagura   da nanzu a stu dramma senza paragone  tal volta nigatu da li allupiati chi u patenu  u duvere di quelli chi hanu la a  rima abbastanza soda da chi ella un possa tratala in lu mullizzu  di a servitu e di fa coru cu lu alberu di a liberta quand ellu cunsiglia   mandali a fa le sighere a  ssa massa di canagli    e lu to caru castagnu ristera duv ellu e naiu  a lampatti lu so fruttu tantu dolce e inzuccaratu    e cusi sarai  o corsu   cume nanzu  invidiatu   ss	   Saveriu Malaspina  	   art  	   1  	bpt6k13309173
1308	   libere opinioni  per un statutu corsu  tutti li omi sensati occupati a risolve u prublema corsu cun core sfogliatu di ogni passione personale sin a u vivu di le amore palriolticu schieltu  dicenu ava  cume noi  tuttu restendu francisenti  chi a corsica  isula e antica nazione abbituala a diregge i so  affari ella stessa  deve esse cunsiderata da  francia cume una pruvincia speciale chiamata a un regime puliticu e amministrativu speciale   5 agisce dunque di truva u regime chili cunvenerebhi u piu  ma  per quessa  lascemu i boi incoppiati in lu solcu sterile diu staiu quo trascina u vecchiu arratu di  lavori diceltosi    lascemuli rumia i resti di un stomacu biotu  moscchighia passivamente sollu e punghjture di u disprezzu  cornighia lu imaginariu pannu rossu di u separatismu per da a  so  fiacchezza di schieni spilale un apparenza di attiviia a scopu di provenda   u novu regime ad applica util  mente a  corsica circhemulu dino senza occupaci di la etichetta a dalli  dopu avellu trovu  w cniameremu cumu ci parera  basta chellu si adatili a i bisogni materiali e a u spiritu di u populu corsu  devolu di e so  tradizioni fieru di a so  discendenza  cume di a so  posterita  amante di liberla e di prugressu   cusi dettu  parlimu da sti tre principi   1  un si po fa a  corsica lu insultu di ne regime culuniale   2   a francia impone a  corsica cuntribuzioni fiscali e di sangue a u paru di  so  disparlimenti senza dalli i stessi avantaghj in la vita na zionale   3  lamministrazione francese  difettosa in generale ma suppurtevule in territoriu metropolitanu  digia riccu e in pienu prugressu  ghje ruvinosa in corsica  duve tultu je a fa di una manera speciale e sopratuttu sgaggiendu i poteri pubblici di la impresa pulilica    cumu vulete chi a corsica prubressi cu stu regime duve tulti i  servizj so schiavi di una pulitica scellerata  permessa e incuraggiia da u guvernu stessu     un po che more ne a picculu focu e ghje un miraculu chi ella la abbia supportatu durente 16o anni  senza succombe ne trasalta   dunque  una riforma profonda si impone di urgenza a u statu sociale corsu  si omu vole evita unu e paliru di  ssi dui tristi evenimenli   in chi porebbi cunsiste  ssa riformna   qui ognunu po di a soia  e li autonomisti ci hanu dirillu cume li altri corsi  a quistione e di parla sineeramente  in cunniscenza di causa ce cun amor patriu   tuttu cunsideratu  la armatura di lu organismu chi noi circhemu deve esse  a pocu pressu  a seguente    i   a corsica rimessa in pusessu di tulli i so  beni  diretti da ella slessa sotin a pruiezzione di u statu francese chi si riserverebbi u reclutamentu militare e a difesa di la isula   2   avantaghiu pe a corsica di gode di tutti i so  rivenuti territoriale e fiscali  di cuntratta impresti a so  modu  afferma e ipoteca  ma nbbligazione per ella di paga i so  servizi amministrativi  di sudisfa a tutte e leggi di prutezzione sociale e di fa a so  spesi i travagli publici  medu quelli a caraltere unicamente strategicu  pe i travagli a carattere militari e civili  cume i porti e certe strade  a corsica cuntribuiscerebbi a e spesi   3   entrate in franchizia di prudutti corsi in li porti francesi  ma ubligazione pe a corsica di paga a  francia una cuntribuzione di tantu per abitente  dimorenle in fisula  cusi  u guvernu francese averebbi interessu a cresceci a populazione creenduci un corrente di affari   4   riforme  diverse in li servizi pubblici e in lu regime puliticu  insegnamentu di a nostra storia e di a nostra lingua   eccu a quadratura duv ellu si po tesse a volonta u statutu fra corsica e francia  chiamate a discorre cuntinualmente di  so  affari     pemu dino  u quadru amministra  tivu   micca prefettu ne soliu preffelti    ne mere    ss istuzioni impropie a  corsica devenu esse rimpiazzale da e seguenti   un altro cummissariatu a u capu logu di la isula  raprisenlente di u guvernu francese   un cummissariatu regionale per circundariu    cummissariati cantonali  un delegatu amministrativu  retri buitu  per cumune   un ghiudice di pace supplementare  rebribuilu  per cantone   funzioni di ministeru pubblicu tenute da u cummissariu cantonale     guardie cumunali e duminiali im hrigalale ein cullabarazione cu a giandermeria    sse pulizze sottu vordini di u cummissariu cantonale  secondutu da i delegati amministrativi cumunali i quali assicurerehbi  nu i servizi  attualmente cunfidati a i merri e averebbinu  in piu  a percezzione di yimpositi in le sa  cur mune    ssi slessi servizj serebbinu assicurali a o capi logu di canlone da ne cummissariu cantonale e centralizzatia ne commissariato regionale a li ordini di lu altu cummissariatu   e avale andemu a u corpu  eleitiva  a mandaiu periodicu   un parlamentu corsu a lu altu cummissarialu  cumpostu di un rapprisenianie per canlone    sede permanente   dui delegali parlamentarj a dimora in parigi   unu a  camera e lu altru a u senatu   eletti a voce di  populu    un cunsigliu regionale a u cummissariatu di  ssu nome  cumpostu  di un delegatu per cantone  sedute lrimesiriafi di oliu jorni di seguilu almenu   un cunsigliu cantonale a u cummissariatu di ssu nome  cumpostu di delegali amministrativi cumunali e di set notabili di u cantone scelti da lu altu cummissariatu   sedute semeslriali di tre ghjorni di seguitu almenu    funzioni eifellive pagate a i dui delegati parlamentar  a dimora in parigi e a i parlamentarj a dimora a u capi logu di v isula   solamente indennita di dispiazzamenti a i cunsiglieri regionali e a i notabili cantonali   cun lullu questu   cuntrollu di tutti i servizj pubblici da un ispettore di finanze cuntinualmenle in azione  cunsorziu di capilalisti e omi di affari per mette la isula in valore spirilu di associazione incuraggitu e formazione di a  lega cirnese  regulatrice di luttu u muvimentu sociale corsu   eccu un primu prugellu a lu ingrossu   chi pretende di iruva megliu a diga senza odiu ne timore  davanli a dio e a u mondu   v  g  di altimonti  ss	   V. G. d'Altimonti  	   art  	   2  	bpt6k13309173
1309	   impicci e  mbrogli  gran francesi  a francia unn e micca a e so prime arme in fattu di naturalizzazione  ci e a di di annessione di omi non francesi chiamati a rinsangua i quadri di a nazione  an a  ci pare divertente di cita i nomi di i  gran naturalizzati  chi a francia ha fattu soi e cu i quali ba fattu bona parte  senza calembour  di a so storia  eccune un picculu listinu   nu  omi pulitici e finanzieri  lu ffalianu mazzarino  u scozzese john law  creatore di a cumpagnia di le indie  u ginevrinu necker  ministru di e finanze sottu luigi xvi  u prussianzz anacharsis cloots  le inglese waddington  presidente di u cunsigliu     a  capi militari  u fedescu de schomberg  generale e ministru  u  edescu duca de schomberg  maresciallu di francia  u  edescu lowendal  maresciallu di francia  u pulfaccu poniatowsky  maresciallu  u scuzzese macdonald  maresciallu  v irlaudese laliy  tallendal  maresciallu  lu iralianu vantini  motu cu u nome di generale yousouf  l ir andese mac mahon presidente di a ripublica  u grecu bourbaki  generale  u scuzzese morris  generale       diplomatici   u rumenu paleologue  ambasciatore e membru di la accademia francese  u pullaccu klobukowsky     culuniali  yitalianu savorgnan di brazza  esploratore  l o amdese van volenhoven  guvernatore di la africa occidentale francese      scienziati   lu italianu cassini  organizzatore di lu osservatoriu di parigi  u fedescu ruhmkorff  fisicu  u tedescu oppert orientalistasl austriacu lewy  astronomu  u rti$$u metchnikoff  chimicu  a pullacca signora curie  u pul accu prof  babinski  u spagnolu orfila  presidente di la accademia di medicina        scrittori e pueti  u ginevrinu j  j  roussea u  u grecu andre chenier  a russa cuntessa di segur  nata rostoptchine  u fedescu wolff  lu austriacu murger  autore di la vie de boheme  u spizzeru cherbuliez  u spagnolu de heredia  a rumena cuntessa de noailles  u pullaccu apollinaire  kostrowtski   u grecu papadiamantopulos  dettu jean moreas  le inglese bergson  u spagnolu zola     architetti e pittori  u fedescu hittorf  creatore di a piazza di a cuncordia  lu ifalianu servandori  i pittori van dongen  van loo  ary scheffer  polacchi  u spagnolu vierge  pittore     musicisti  vitalianu lulli  direttore di la opera di parigi sottu luigi xiv  u tedescu offenbach  li faliani cherubini  caraffa e piccini  le inglese li tolf      attori  a svizzera rachel  le olandese sarah bernhardt  u rissu pitoeff  a rumena ventura     industriali  oberkampfl  bavarese  pleyel e erard fundatori di la industria di u pianuforte  fedeschi  farman  in  glese      e via dicendu     riforme  in lu 1926  u ministeru poincare ha suppressu i direttori dipartimentali diip ti ti  e la ha rimpiazzati da un picculu numeru di direttori regionali   subitu  i cretini ali pruvenu ad applausi e sciaccamanate  dui punti  parianu acquistati  primu passu in ja strada di una reorganizzazione amministrativa regionale e econonve di quattrini  se  ma  pocu a pocu  u guvernu si eavvistu chi u direttore regionale era troppu lunianu da a majo parte di i so servizi per pudessine acca pa cu efficacia   e camere venenu dunque di ristabilisce i direttori dipartimentali  cunservendu pero i regionali   risultatu   14 milione spesu per turna a organizza i servixj suppressi  8oo ooo franchi di indennita di dispiazzamenty  piu 2 milioni pe a paga dit direttori regionali in soprapii   la una ci indivisibile  un ne face mai che di quesse     u pane  ogn unu sa chi u francu e stabilizzato a dui soldi ciocchi vole di chi ciocchi e cullatu un pudara traculla  ognunu sa dino chi u parlamentu  prima di parte in vacanze ha vulatu un gravamentu di imposizione di 1 2oo ooofr  ognunu sa chi  e chi  eppo  chi        ma le amministrazione vene di fa stampa in li giurnali ajaccini un seguente avvisu      vu la hausse du cours des farines  je prix du pain est fixe ainsi qu il suit a partir du samedi 4o aout 1o29      a  pain de consommation couranic di i  fiancais   le kilog              2 28  li  pain dit  chapea u parisien  di aix et miche   je kilog           4      2 3o   le poids maximum de ce pain ne pourra depasser un kilog et devra etre de cuisson normale   e    e  pain flule dit  de fantaisie   le kilog  2 65   le poids maximum de ce pain ne pourra depasser o kg  65o   la flute de 65o grammes sera vendue 1 75  de 425 gr   4 15 de 8oogr   o 8o   lorsque les boulangers ne seront pas approvisionnes en pain de consommalion courante dit   francais   ils devrout livrer les autres types de pain  quels que soient sa forme et son poids  a u prix de 2 25 le kilog  a l exelusion de pain ilule    bourrage de crane ef bolice  eccu u mottu di u guvernu di parigi   leghie in lu nosiru prossimu nu  meru   attentati e bruttalita di a pulizza francese   la eurona e u federalismu  aviamu publicatu  in lu nostru numeru di u23 ghiugnu 1929  un articulu in favore di u federalismu e contru le organizzazione statale attuale   aviamu dumandatu a i nostri lettori di induvinal autored un articulu cusi    antifrancese  cum elli dicenu certi rospi quand omu si accapa di altre cose ca di elezione e di rinchini a i rappresententi di la autorita   nisunu un ci ha pussutu da a risposta precisa  eccula   le autore dil articulu e u sgio hiennessy  le attuale ministru di u gabinettu briand         quelli chi ricevenu a muvra e chi un si volenu micca abbuna unn hanu ca a ricusalla a u pedone   ss	   Inconnu  	   div  	   3  	bpt6k13309173
1310	   lettera muntagnola  a g  di la grotta   caru juvanni   so cullatu anch eiu  a stammi un unghia in loghi inalpellati  fu per bisognu  chi  u curpacciu meiu e piuttostu di i mezz  incaghiapati   un manghiu nunda e dipgeriscu menu  roncu appar  di un buttacciu stazzunaghiu   e so in li mio stracci tantu lenu  chi passu pe  la cruna di un stamaghiu  1   forse  a candella di acqua cristallina  e la aria porga chi fala da u cardu  feranu da efficace medicina   rendendumi un pucucciu piu gagliardu        a  cambiemu di discorsu    anc  antuannu    quell  antuannu chi piglio u senegallu   si ha fattu un affaccatella quist annu   e ti arrispondu   stfiu      pe umn innoc chiallu    2   chi ellu a lisbacca  di presenza  o  mancu   e in qualchi logusceffu   nun so bucchie   e di musiralla qui unn e ma  stancu   si ell unn  e in sedia molle  un piegaeseroc che   e sempre in pyjama  un saperia  si  sse carnavalissime cuprende  chi ella ha da la una a la alira ave maria  pe  i nostri vecchj chiassi ponu sende    in pyjama  all incontr a u pedone  dumanda  u courrier  monsieur le fattere    e in  ssa paraventula a curdone  ba per sullevu in lu ortu     quel malere   quand om e bitue a quella chassa  inc u so tira e molla e u pape seta    z  cu listessa andatura leta leia  si face un gieniccu veni e passa  avanti cullazio  e ciavattine  scappendusine da le pioghe scalze   3   ci un chiappa e lenta senza mai fine  qecasionanu e piu comiche valse  antuannu   tusia rassu    a me micampa   mi si pare di rivedelu avale  cume cinqu anni fa  cuturni jn zampa   e puntendu a sticchella in fiuminale 4    or chi bulete    u megliu u un e per tutti   si  francamente  cio chi luce e oru   cumbene a lescia sti loghi di lutti  per andassine al boia a fa u signoru   cusi  quale a li scicca cu i jargastri   ristecche di vitella a piu ne voli   truite a dodeci franchi  boni pullastri    e chi  si imbotta di pomi e fasgioli   antuannu  ellu  compra e un guarda prezzu    peghji e chi un trava a spende    malourean  di un pude ntancu cacciassi lu vezzu di un anca di langousta o di un pedrea u    so  moglia  chi ellu cullo da  sse pieghie  unn avendu  qui  trovu ad inciampa  port anch ella e so  schinche fusuleghie in le anche arrigate di un pyjama   unn ha piu quella scurza a li talorchi ne quelli capillacci inghiucculati   ma caccia certi panni mudernati chi li sendenu cume a sella a i porchi  sottu e sopra ha cambiatu di canteghia  e  jumendu in bucchinu palmerecciu  sghigna tantu lu rossu di u mustacciu chi tuttu quellu oru ti abbagliuleghia  eppoi     e sempre in cantu  un so spiegalti da chi nazione scende a so  parlata  perche ghie tantu strana e imbutulata chi ne tira di u miaulu di i jalti      mon ghie u   mon ghie u  sans e a u ni tricite    et puis  sans musements  qu on est nervose    mon mari   oh     la bas l est querque chose  et si ce ne etait pas pou  la sante               eccuti  car  di a grotta  a cio chi simu in stu mio paese statinaghiolu    di  ssu calibru ci mi affacca un stolu   poi  di ottobre un ci ferma piu nimu   in egni locu e cusi  a cio chi io sentu   miseria o scimita a sceglie a prese    chi ferma pienghie  chi parte e cuntentu di paga pane cu le menti offese   videndu chi stu fughj jughj dura per corre in lucali biota cerbellu   pensu una cosa un sia pur  sicura      qui spassighiera piu di un rucchiatellu  5  a noi ci tocca la predica a i venti    ma femula quantunque  e senza fiacca spartimuci u duvere tacca a tacca  eppoi  chi unn e cuntentu  si cuntenti    ss	   U Sampetracciu  	   poe  	   6  	bpt6k13309173
1311	   canzona di a giuventu  sentu una voce luntanu   versu me piu si avvicina  scaturisce a largu pianu da iu monte a la marina  sara que spirto vulante  notte e ghiornu di rapina  ne ribomba in ailoni  a mezz ad acqua e virdure  cu strumenti e dolci soni sollu je fronde mature   e lu ecu si face sente fra le tenebre piu scure   ha chiamatu  o  tu chi sci puela corsu  sparghj le to  bianche ale  bai prestu a lu cuncorsu   ti aspetta la giuvenlu   e  gni cullega si e mossu   sullevai le stanche membra da ju sonnu chi e sicura  quella voce mi risembra una divin  creatura     sara lu agnulu custode  chi di me ne piglia cura   vengu a voi  o giuventu di sta vecchin cursichella   a i tempi  quand ella fu palria preziosa e bella  tandu era cunsiderata giovana  fresca ci zitella  fumu noi privi di regnu  e di naziunalita    cadi in vanu ogni disognu guvernu di liberta   cantarete  o giuventu  quelle vecchie qualita   voi gudite  piu cuntente  laude suciale e liete    le me  rime state a sente  quandu a voce le ripele   chi bi canta di le amore e cose le piu sicrete   bi circonda in ogni parte a piu grala gentilezza  senza circallu cun arte  le amore vi si accarezza  adaitata a le manere  giuventu tantu si apprezza   a ruggiala cristallina bagna le  nnoralc foglie  piove sopra  gni malina dolce manna chi si accoglie  culurisce  o giuventu   le vostre pumpose spoglie   quandu a primavera infiora cu  u so verde mantellu  luce e splende la aurora   e u temp e sirenu e bella  si innamora a giuventu   u vecchiu torna zitellu  si ellu affacca u primu albore a matina in oriente   cun quelle voce sonore  giyventu si face senls   e la terra si inn amora   e fiurisce ogni sumente   a vizzosa cardalina veste di variu culore   quandu vene la istatina si ne sia sopra a lu fiore    e la giuventu accoglie e liberta di le amore   u cuccu si face sente  alegru  pe  la campagna   va di levante a punente sottu a la friscura pagna  cusi canta giuveniu  da la piaghia a la muntagna   ss	   Minicale  	   poe  	   7  	bpt6k13309173
1312	   in missioni  o musa  cara cumpagna   tu a me sempri fideli  oghie per una missioni hai da alza li veli  par trafranca la distanza fra lu mari e fra lu celi   pripara la lo  parlenza a lu usu di una turista   chi di ingeniu e di ambizioni un si ne sia ancu vista  partarei faltu chi ti hai  di tuttu la to  pruvista   seguila lu lo  caminu   sia a me sempri sincera  riempj la to  missioni   o priziosa messaggera   si ti hai finitu tultu  turnare a me stasera   mettili dunqua in caminu fendu tuttu in maraviglia   mi salotare li amici quandu passi par marsiglia  beienduti un acquavita  si la brama ti ni piglia   inand  affacchi in terra corsa  si prupizj so li venti  da parle di u  marinarn  saluia amici e parenti  fendu tuttu in tal  manera  chi ellu un ci sia scuntenti   poi  senza fa tant arrestu  colla lu corsu granvallu  salutami li muvristi   omi corsi senza fallu    ti ricivaranu be e megliu chea lu usu gallu   dopu  turnare in borgu sin a lu cinquanta ire  diciarei a li me  cari x che so sanu e stogu be  oi  dumanda a tutti un basgiu per riturnammilu a me   sia lideli a sii cumandi   o messaggera divina  lasciarei lu cuntinenti senza fa altra cumbina e stender ci li to  ali ancora vers  indocina   e tempu chi tu ritorni par guari sta malatia   per cumbatte cun successu ci vol  la to  cumpagnia   mi face aggi di stu modu lu imperu di a nostalgia   ss	   Saveriu Scarbonchi  	   poe  	   8  	bpt6k13309173
1313	     mantinuti  puchissimi saparanu a significazione di stu titulu postuchiu vocabulu usatu ne li i sula per significa a stessa cosa e scalatu da mare in la   ne menu mi capisciaria u lettore si e  traducessi per lacertu a parola esotica chi e un vogliu riproduce nantu a candida muvra  temendu di falli inzerrisce u pelu da a vargogna e da le indignazione   basta chi e parli sottu voce   intraremu dunque in cartiara ci un candilacciu muccuintu invece di a sghezza di deda chi lamparia troppu chiarore e palisaria cu crudazza a spurchizia pinghino  sa di u lucale   a fumata ci bastara da dacciustufu e da facci traculla a civa in bocca   lu oziosu farniente e lu attu di fede di a cunfraternita   a sfacciatezza  vorgogliu  a perversita ne so a piu sulenni attributi   chi elli caschinu e chi elli songanu   eccune u tacitu mottu di ordine   pocu preme chi u contrapesu sia carne tennara o anima vergine     chi elli caschinu    u problema cunsiste a chi u ventre un faccia pieghi e chi a mirenda junga in tola senqa sforzi di musculi o di intellettu   un ci e cumprumissione  un ci a abjurazione  un ci e vigliaccheria un ci e tradimentu chi ellu un adoprinu i titulari di st organismu statale per assicurassi pane  cumpane e si  garu  senza chi ciarbellu o braccie si rumeninu   marianna veghia e dispone da chi a legione pretoria un munchi di cuscritti ne di quadri   ichirurghi di lu insignamenlu cusi dettu sicundariu  in tre colpi di scalpellu  putanu u core u piu arradicatu  mentre chi i mazzeri di a pedagogia primaria alloppianu a mente a piu schietta in poche spalate    sta doppia operazione assicura un splendidu riclutamenfu di sugetti scanzafatiche  scossuli di cuscenza e zuffi di  lasciamista   i zerofote e i quatchetchois  foccu di zocculu u cuntinente  diventanu  grazia a sta scula esca preparazione  j alandons piu perfeiti  i piu spaventosi   sbattizatusi senza sapella   li aspiranti mantinuti aspettanu le iniziazione  a quale le e impartita cu zelu e desinteressamentu da i caviorni di a puliticaccia   le ordinazione si face  sicondui gusti  in officine specializzate  cunsacrati sottu la insegna di a penna  di u marchione  di a chiave o di a granata  i neo cavalieri  intinghiendu carta  chiudendu carceri  aprendu valisgie o purtendu civilisazione per se terre gialle e nere  intraprendenu u schifosu mistiere       ma  per tanti mantinuti  quanie e quanie mala femmine     sbagliate  o amicu  prostituta un ci ne e ca una  forse a cuniscite  e uma povara urfanella    a bolta 4 bolta  i brutti  li facenu inghiutti e so lacrime e tende  custretta da u batarchiu e da u staffile  e so purpure e labbre tandu chiuna facciaccia guizza ride ci una dintera nerognula e tarulata    i   ss	   A. F. Franchi  	   art  	   1  	bpt6k1330853m
1314	   cio chi io cantu  cantu  voce leggera chi u ventu si porta tale face di auturnu pe una foglia morta   di cirnu e tante piaghe chi li ianu scorta     ne piengu la isulella a core intenneritu  cantu lu mar tirrennu e u so ridente litu  singhiozzu a liberta chi golu si ha inghiuttitu   orfana  chi hai fattu a la sorte crudele chi ti renda tanfate amare cume fele   a te  tutta prufumi e dulcezza di mele    cantu strofe tutte di amore affistunate    cume in li tempi andati fscian e fate girendu cu le so cetere accumpagnate    ss	   A. G. Terrazzoni  	   poe  	   2  	bpt6k1330853m
1315	   le applicazione di e legge in corsica  u scandalu di li alluggiamenti  unn avaremu mai abbastanza ciccunatu i varii abusi e scruccunarie chi omu vede e tocca in corsica a i jorni di oghie  e mai abbastanza avare  mu datu a u cunuscimentu di u publicu u  benevule lascia corre di una justizia stercaghia  per un di complice  u capitulu   allughiamenti   e  fra tutti u piu fertile in tratti scandalosi e atti di clemenza  malgradu a legge detagliata chi u cuncerna  eccune qualchi esempiu raguagliatu senza vulella in la nostra citta di ajacciu   un pruprietariu face paga cume affittu di un pian terrenu di cinque pezze 2oo franchi a mese  abiticulu pagatu 2o franchi in 1914   un altru pruprietariu di 4  pezze  in un carrughju duv omu si tocca a manu da un bal cone a lu altru  ha dumandatu senza russisce 23o franchi u mese   di altri chi noi cunuscimu e chi poi puderemu numina quandu le occasione si prisentara hanu dumandatu fin a 7o e 8o franchi par pezza biota e vecchia   venendune a u scandalu di u mubigliatu e a sottu lucazione li esempj so piu numarosie degni di retta    avemu in ajacciu piu di 3oo lucatarii chi  benefiziendu di a legge cio adi  chi un so stati crisciuti che diu 1oo  par 1oo facenu una vera industria cu i piani di casa chi elli hanu a un prezzu raggiunevule  scughiendu i malabiati chi un trovanu ad allughiassi  altro   cu a scusa di i so quatru incrocchj tarulati chi un valenu micca sicuramente cio chi u sottu lucatariu paga par mese  cusi   ogni pezza pagata a u pruprietariu quelli 4o o cinquanta franchi e sottupighiunata e po rappurta a u primu lucatariu fin a 15o franchi u mese   di quessi  nimu paga patente ne cuntribuzione so tutti cunusciuti  e a justizia dorme   esaminemu  di altra  parte  un modu di agisce di certi magistrati   dl  in cunciliazione  per pude impone un aumentazione a un lucatariu digia crisciutu di u 2oo o o  un ghiudice la autorizzeghia a fa a sottu lucazione  allora chi stu lucatariu  mai ha avutu e mai avara intenzio  ne di fanne   un pricuratore di a ripublica avendu ricevutu da noi una denunzia pe a trasfurmazione  38 corsu grandval  di un pia nu di 11 pezze a usu di abitazione in corsu secundariu di  giuvanelle stima chi e so funzione lu interdiscenu di impedisce a viulazione assoluta di a legge  e lascia fa  u prefettu prevenutu per lettera raccumandata di stu casu di legge sturzata chi si aggrava di un casu di igiene  surgente di e piu terribule epidemie  un risponde mancu perche troppu accapatu di le affare daudet  di u gruppu scularedi sullacaroe di tant altri affarucci chi sentenu pocu  bonu   in un casarone di u stessu corsu grandval  duie donne sole  una  veduva di guerra  la altra  persona anziana  intimighite per minaccie di espulsione  accettanu un aumentazione chi rappresenta u sei cerin per centu diu prezzu di 1914   un inchiesta iniziata da noi fara a prova chi e legge so fatte pe u solu territoriu francese di u quale a corsica ur face parte che quandu u cannone introna e cuntrade nurdinche   le opinione publica  diggia in preda a le indignazione a piu intensa  struita cu piu precisione di cio chi si passa  sapara risponde a sta vera pruvucazione   vulemu pruva  cio  per mezzu di e piu precise indicazioni   di accordu per strangula a legge  intendimu chi a massima  quale figliu e quale figlianu  duverebbe finisce di regna a qualchi tempu e chi e piazze di judice salame duvarianu esse suppresse in la nostra isula   o a cummedia finisce o sinno faremu vede chi u populu corsu unn e micca un tappettu da stughia e sulette di quelli chi lu hanu a frustera   a muvra  ss	   Inconnu  	   art  	   3  	bpt6k1330853m
1316	   a risposta di u mulinaghiu  una volta u nostru vescu  monsignor della foata   talintone  omu di descu   fece a pastural girata pe i paesi di a balagna   tantu terra di cuccagna   a u si arrivu ind e parocchie martilleghianu e ciccone    tutte jente so in dinocchie a piglia a binadizione    e i zitelli  a falli onore   mughian  viva monsignore    ride  in festa  gni paisellu  ride a terra  ride la aria   ride  a notte  ugni purtellu ci una bella luminaria   piegne  in mez a si aligrezza  monsignor di tinnarezza    a sapia chi i balanini   dice u vescu  surridente    banu u nome di unti e fini   ma un sapia chi in de ste jente fussi cio chi qui si vede   tanta grazia e tanta fede    e chi belle intilligenze    chi parlatu musicale    ci e da credesi a firenze  sintaremu avale avale qualchi bravu balaninu salutacci ancu in latinu      quale a sa     da zilia  intantu  parte a bia di calenzana  acclamatu cum nn santu da a parrocchia sana sana   corre lesta a so vittura   e u viegghiu pocu dura   ghiunt a u ponte  u vescu cala da a carrozza  e adagiu adagiu fa a cullata  mentre fala versu di ellu ziu tummagiu   mulinaghiu di mistere   cu a fumiglia e cu u sumere   ci era a moglia e cinque o sei zitilletti e zitillette cu cert occhi  cari mei   chi lampavanu saette   grandicelli  chiugulelli   scalzi    e belli cume stelli   bistu u vescu  u mulinaghiu si indinocchia cu u so mondu   monsignore  a paghiu a paghiu   i ti squadra  ride  e intondu tutti inseme binadice   e  paternu  a lu omu dice   uzor tua   mi capite   sicul vitis   un bel salmu canta abundans   chi ne dite   e tummasgiu calmu calmu    monsignor  chi bell ide e       fn laterbus domus mea     cari amici  qui chi facciu      dice u vescu  assai surpresu    voltu subitu in ajacciu a studia  unn avete intesu    st omu qui  dicemmua franca   e un duttor di salamanca       perdu u sennu  amici cari   si elli so di tanta vaglia   mulinaghj  qui  e scarpari   e maestri di muraglia   pensu  sturdulitu in veru    chi talento sara u meru     ss	   Inconnu  	   poe  	   4  	bpt6k1330853m
